month	price
2025-01-01	5.216227777777777
2025-02-01	4.425227777777778
2025-03-01	3.903227777777778
2025-04-01	3.737227777777778
2025-05-01	3.398227777777778
2025-06-01	3.138227777777778
2025-07-01	3.277227777777778
2025-08-01	3.508227777777778
2025-09-01	3.903227777777778
2025-10-01	3.879227777777778
2025-11-01	4.5812277777777775
2025-12-01	5.018227777777778
